Tags;Comment;Dataset
Servicio;AmazonBasics 6-Feet DisplayPort (not USB port) to HDMI Cable Size name:6 Feet   AmazonBasics DisplayPort to HDMI Cable - 6 Feet;Dataset_2024
Servicio;AmazonBasics Mini DisplayPort to HDMI Adapter - 3 Feet Style name:1 Pack                                                                                 |                            Size name:3 Feet   AmazonBasics Mini DisplayPort to HDMI Cable - 3 Feet;Dataset_2024
Servicio;"eErlik Network Interface Latest Speedy Version 3 in 1 Gold Plated Mini DisplayPort Thunderbolt to HDMI/DVI/VGA Cable Adapter Colour:white   About eErlik Mini Display Port (Thunderbolt 2 Port) To HDMI/DISPLAY PORT/DVI Cable Adapter Converter   Compatible with Apple Macbook, Macbook Pro, iMac, Macbook Air, Mac Mini, Surface Book and Pro Series, ThinkPad Carbon X1 Series; Compatible objective device: Projector, display, HDTV.  Lightweight and portable adapter for connecting a Mini DisplayPort (Thunderbolt port) to HDMI, monitor or projector with HDMI/DVI/DISPLAY PORT cable.  DP V1.2 enables hight color range (supports Full HD 4K x 2K) over standard displayport connector.  Mini DP V1.2 Version, backward compatible with DP V1.1, given much faster transfer rate up to 5.4Gbps per lane to enable emerging dispaly applications.  Features :   Lightweight and portable adapter for connecting a Mini DisplayPort (Thunderbolt port) to HDMI, monitor or projector with HDMI/DVI/DISAPLY PORT cable  White Color, main body dimesion: 3.3*1.7*0.6 inch   Mini DP V1.2 Version, backward compatible with DP V1.1, given much faster transfer rate up to 5.4Gbps per lane to enable emerging dispaly applications.   Note :   Can only convert signal from Mini DisplayPort to HDMI/DVI/DISPLAY PORT. This is not a bi-directional adapter.  Please make sure the movie is 4K x 2K and make sure TV or Display support 4K x 2K resolution, then you can get the 4K x 2K image, or you only get standard image(not 4K result).  Warranty from eErlik :   All eErlik Product Backed by 1 year Warranty";Dataset_2024
Servicio;AmazonBasics DisplayPort to DisplayPort Cable - 3 Feet Size name:3 Feet   AmazonBasics DisplayPort to DisplayPort Cable - 3 Feet;Dataset_2024
Servicio;AmazonBasics 10 Feet DisplayPort to DisplayPort Cable Size name:10 Feet   AmazonBasics DisplayPort to DisplayPort Cable - 10 Feet;Dataset_2024
Servicio;AmazonBasics Mini DisplayPort to HDMI Adapter - 6 Feet Style name:1 Pack                                                                                 |                            Size name:6 Feet   AmazonBasics Mini DisplayPort to HDMI Adapter - 6 Feet;Dataset_2024
Servicio;BlueRigger Bundle Mini DisplayPort (DP) to HDMI Female Adapter with HDMI Cable, 0.49 Feet/0.149 m Size name:(0.49 Feet / 0.149 Meters)   The BlueRigger 'Mini DisplayPort to HDMI' adapter is a compact audio/video connector that can seamlessly connect a high definition monitor, projector, or LCD that uses a HDMI connector to a Mini DisplayPort-based MacBook Pro, MacBook Air, iMac, Mac mini, Mac Pro or any other device with Mini DisplayPort. Not only is it elegant but also convenient due to its small size. It offers a unified, scalable and cost effective interface for embedded external display applications Note: Adapter only works with laptops with Mini Displayport, please check with your device's output specification prior to placing your order. Quality Picture Sound - Supports uncompressed audio such as LPCM - Supports compressed audio such as DTS Digital, Dolby Digital (including DTS-HD Dolby True HD) Powered from Mini DisplayPort source - Compact design allows unobstructed adjacent port access - Standard and High Definition video playback up to 1080p - HDCP Compliant Compatibility - New Macbooks Pro/Air (April 2010+) with Mini DisplayPort that can support both Audio Video - Old version of Macs with Mini DisplayPort might just transmit video - Other Mini DisplayPort devices that can support BOTH Audio and Video Note: Adapter only works with laptops with Mini Displayport, please check with your device's output specification prior to placing your order. Warranty The BlueRigger MiniDisplay port to HDMI cable is backed by Limited . Please contact us via email if you have any questions.;Dataset_2024
Servicio;"Pruthvik Gold Plated Display Port Male to HDMI Female Cable Converter Adapter for Equipped 4K Ultra HD Monitors, Displays and HDTV's (Black) The Prutuvik (Prutuvik Enterprise) Active DisplayPort to HDMI adapter is an indispensable companion for your laptop or desktop equipped with DisplayPort. Connect your computer to an HDTV for video (2160p) and audio streaming or to an HD monitor/projector with this portable adapter and an HDMI cable (sold separately). Use this adapter to enjoy movies on the big HDTV, mirror or extend your desktop for an expanded workstation or show presentations at school or work. Connection Notes:  - Input: DisplayPort Male  - Output: HDMI Female; An HDMI cable (sold separately) is required  - Can only convert signal from DisplayPort to HDMI. This is not a bi-directional adapter  - Supports AMD Eyefinity Multi-Display Technology  - Depress the button on the DisplayPort connector to release the latches and avoid damage when unplugging    Specifications:   - PC resolution supported: 800x600, 1024x768, 1280x768, 1280x800, 1280x960, 1280x1024, 1440x900, 1600x1200, 1680x1050, 1920x1080, 1920x1200, 2048x1536, 2560x1440 @ 60Hz, 2560x1600 @ 60Hz, 3840x2160 @ 30Hz , 4096x2160 @ 24Hz   - HDTV resolution supported: 480i, 576i, 480p, 576p, 1080i, 1080p @ 60Hz & 3840x2160 @ 30Hz  - Audio: 7.1 Surround audio  - Chipset: PS171  - Bandwidth: Up to 3.0 Gbps (300MHz TMDS clock rate)  Important Note   This adapter is NOT compatible with USB port on your computer   Warranty:   2 Year Warranty with Prutuvik (Prutuvik Enterprise)";Dataset_2024
Servicio;Wired Solution DVI Cable Single Link 18+1- 1.5M Premium Quality Pure Copper Single Link DVI Cable Compatible With Most Of The Computers, Projectors, Led Panels, LED Tv's, LCD Tv's 3.96 GBIT/S @ 165 MHz Brand Wired Solutions Suitable For Camera, Computer, Gaming Console, MP3 Player, Mobile, TV, Tablet Cable Type Pure Copper Single Link Dvi Cable With Gold Plated Connectors 4055.04 Mbps Speed Compatible Devices Camera, Computer, Gaming Console, MP3 Player, Mobile, TV, Tablet Type DVI Cable Cable Round Connector Material Gold Plated Prongs 38 Connector 2 19 Pin DVI MALE 18+1 Connector 1 19 Pin DVI MALE 18+1;Dataset_2024
Servicio;Greenzone 3 In1 Mini Display Port Thunderbolt To HDMI/DVI/VGA Display Port (Cable) Adapter For Macbook, Microsoft Surface Pro & Pro 2,3 (White) Color:white   Greenzone 3 in1 Mini Display Port Thunderbolt to HDMI/DVI/VGA Display Port (Cable) Adapter for Macbook, Macbook Pro, Macbook Air, Mac mini,Microsoft Surface Pro & Pro 2,3 -  Description:   This product with three output ports, and you can choose one of them to use at a time as you demand, the functions of the port as followings: 1. DVI output, connect the DVI devices using a DVI cable. 2. HDMI ou tput, connect the HDMI devices using a HDMI cable. 3. VGA output, connect the VGA devices using a VGA cable. 4. Mini Display Port, connect Mac Book, Mac Book Pro, or Mac Book Air.   Specification:  Input Signal:Mini Display Port 1.1a Output  Video:HDMI/DVI/VGA Input: Mini Display Port Male 20pin . Output: HDMI Female Type A 19pin Connector:DVI Female (24+1) VGA Female 15Pin Vertical Frequency Range:50/60Hz Video Amplifier Bandwidth:2.25Gbps/225MHz HDMI/DVI/VGA:480i/480p,576p,720p,1080i/108op External Power Supply:No external power needed Power consumption (Max):700mW The Length of the cable:28cm   Compatible models:  Mac Book Air, Mac Book Pro, iMac, and Mac mini with thunderbolt ports since 2011 are all supported. Mac Book Air, Mac Book Pro, iMac, and Mac mini or PC with mini display port are also supported.   Note:  You should assure that if your Mac has one of the following two kinds of port : mini DP port and Thunderbolt port;Dataset_2024
Servicio;"AmazonBasics HDMI Input to DVI Output (Not VGA) Adapter Cable, 15 Feet, Black Size name:15 Feet   Product Description Enhance your gaming or home-theater system with this AmazonBasics HDMI to DVI adapter cable. Because it’s backwards compatible with DVI-D and DVI-I signals, the cable can be used to connect your computer or DVI-equipped device to an HDMI-equipped HDTV or display. Watch videos from your laptop on your large-screen HDTV--or the other way around. The cable will even connect HDMI-equipped devices like Blu-Ray, PlayStation 3, or Xbox 360 to a DVI-equipped monitor or TV. Other than not supporting audio, the HDMI to DVI adapter cable functions just like a high-speed HDMI cable, making it easy to enjoy serious gaming, home-theater entertainment, and more. The cable’s extra mesh jacket offers an additional layer of protection and increased cut resistance to the regular cable jacket and ultimately to the inner cable. The CL2-rated cable meets fire safety codes, so it’s safe to use in or through the walls of a residential home. 				    	 					 From the Manufacturer        AmazonBasics HDMI to DVI Adapter Cable (Latest Standard)Enhance your gaming or home-theater system with this AmazonBasics HDMI to DVI adapter cable. Because it’s backwards compatible with DVI-D and DVI-I signals, the cable can be used to connect your computer or DVI-equipped device to an HDMI-equipped HDTV or display. Watch videos from your laptop on your large-screen HDTV--or the other way around. The cable will even connect HDMI-equipped devices like Blu-Ray, PlayStation 3, or Xbox 360 to a DVI-equipped monitor or TV. Other than not supporting audio, the HDMI to DVI adapter cable functions just like a high-speed HDMI cable, making it easy to enjoy serious gaming, home-theater entertainment, and more. The cable’s extra mesh jacket offers an additional layer of protection and increased cut resistance to the regular cable jacket and ultimately to the inner cable. The CL2-rated cable meets fire safety codes, so it’s safe to use in or through the walls of a residential home. Cable Length15 Feet (4.57 Meters)           HDMI to DVI for Quality Video Transmission The industry standard for transmitting uncompressed digital data, High-Definition Multimedia Interface (HDMI) provides video, especially at high resolutions, and renders small, high-contrast details, such as text, in high quality. HDMI cables are used with a variety of everyday electronic components, including computers and home-theater screens. Digital Visual Interface (DVI) is a video-interface standard that provides quality transmissions on digital display devices such as flat-panel LCD computer displays and digital projectors.By connecting HDMI to DVI with the AmazonBasics adapter cable, you get an impressively enhanced video experience on your compatible device. The AmazonBasics HDMI to DVI adapter cable meets the latest HDMI standard, which means it considerably expands bandwidth up to 18 Gbps, offers 4K@50/60 (2160p) video resolution (four times more clarity than 1080p/60), and supports the wide-angle theatrical 21:9 video aspect ratio.The DVI connector of the cable is not fitted for audio capability, however, so audio will need to be transmitted through a separate audio cable or through a fiber-optic (Toslink) cable.        Gold-Plated Connectors for Superior ConductivityThe AmazonBasics cable delivers a superior signal thanks to its durable PVC outer layer, shielding, and corrosion-resistant gold-plated connectors (HDMI A Male to DVI 24+1 Male). To ensure compatibility, check your component product manuals to determine the required connections types.        In the BoxAmazonBasics DVI to HDMI Adapter Cable - 15 Feet (Latest Standard)";Dataset_2024
Servicio;Pruthvik Hi-Speed Gold Plated 24+1 DVI-D Dual Link Male to Male Digital Analogue Monitor Video Cable (4.5ft-1.5 m) Pruthvik™ Gold Plated 24+1 DVI-D Dual Link Male to Male Digital Analog Monitor Video Cable (4.5ft-1.5M)  Description :   The Rts DVI-D 24+1 Dual Link Male to Male Digital Video Cable offers you a convenient way to connect your DVI-equipped computer or other source devices to flat panel displays, digital CRT displays, projectors, and HDTV with DVI-D Dual Link interface for video, gaming, conference or home theater. The slim DVI connectors with screws not only support secure connection, but also easy plugging & unplugging. With Triple shielding, ferrite core and gold-plated DVI-D connectors to optimize its performance and minimize cross talk, ensuring high-speed, error-free transmission  FEATURES THAT MAKES YOU BUY :   ? Supports 120Hz refresh rate at up to 2560x1600  ? Supports digital signal only, and DVI does not support audio output  ? Exceptional picture quality and static-free video transmission  ? Connect your computer to latest generation of 4K monitors or projectors with DVI input  COMPATIBLE WITH :   ? Flat Panel Displays  ? Digital CRT Displays  ? Projectors  ? HDTV  ? Blu-Ray players  ? DVD players Note : Does not support VGA. Only supports digital signals. Warranty:    2 Year Warranty with Pruthvik Enterprise;Dataset_2024
Servicio;Pruthvik Hi-Speed Gold Plated 24+1 DVI-D Dual Link Male to Male Digital Analogue Monitor Video Cable (4.5ft-1.5 m) Pruthvik™ Gold Plated 24+1 DVI-D Dual Link Male to Male Digital Analog Monitor Video Cable (4.5ft-1.5M)  Description :   The Rts DVI-D 24+1 Dual Link Male to Male Digital Video Cable offers you a convenient way to connect your DVI-equipped computer or other source devices to flat panel displays, digital CRT displays, projectors, and HDTV with DVI-D Dual Link interface for video, gaming, conference or home theater. The slim DVI connectors with screws not only support secure connection, but also easy plugging & unplugging. With Triple shielding, ferrite core and gold-plated DVI-D connectors to optimize its performance and minimize cross talk, ensuring high-speed, error-free transmission  FEATURES THAT MAKES YOU BUY :   ? Supports 120Hz refresh rate at up to 2560x1600  ? Supports digital signal only, and DVI does not support audio output  ? Exceptional picture quality and static-free video transmission  ? Connect your computer to latest generation of 4K monitors or projectors with DVI input  COMPATIBLE WITH :   ? Flat Panel Displays  ? Digital CRT Displays  ? Projectors  ? HDTV  ? Blu-Ray players  ? DVD players Note : Does not support VGA. Only supports digital signals. Warranty:    2 Year Warranty with Pruthvik Enterprise;Dataset_2024
Servicio;Rts Gold Plated 24+1 DVID Dual Link Male to Male Digital Analogue Monitor Video Cable (4.5ft) Rts Gold Plated 24+1 DVI-D Dual Link Male to Male Digital Analogue Monitor Video Cable (4. 5ft-1. 5M) b>Description:  he Rts DVI-D 24+1 Dual Link Male to Male Digital Video Cable provides you a convenient way to connect your DVI-equipped computer or other source devices to flat panel displays, digital CRT displays, projectors, and HDTV with DVI-D Dual Link interface for video, gaming, conference or home theater. The slim DVI connectors with screws not only support secure connection, but also easy plugging & unplugging. With Triple shielding, ferrite core and gold-plated DVI-D connectors to optimize its performance and minimize cross talk, ensuring high-speed, error-less transmissionb> FEATURES upports 120Hz refresh rate at up to 2560x1600 ts digital signal only, and DVI does not support audio output ional picture and static-less video transmission.;Dataset_2024
Servicio;BlueRigger High Speed HDMI to DVI Adapter Cable (3 Feet / 0.9 Meter) Size name:3 Feet / 0.9 Meter   The BlueRigger HDMI to DVI Adapter Cable will connect any DVI-equipped monitor or TV set to any HDMI-equipped device such as Blu-Ray, PlayStation 3 or Xbox 360. These cables help you extract maximum performance from your gaming or home theater set up.Use with Blu-Ray Players, Gaming ConsolesThis BlueRigger HDMI to DVI Adapter Cable connects computers & other source devices with HDMI outputs such as Blu-Ray players, Xbox 360 to DVI-equipped televisions or monitors. It provides maximum support for resolutions up to 1920 x 1200. This cable supports high-bandwidth, uncompressed video & provides your system with high-definition video quality.Convert your Computer into a Home Entertainment CenterWith this cable you can watch computer based media on your TV or a projector. It connects computers with DVI connections such as home-theater PCs, Mac minis, & some laptops-to a HDMI-equipped HDTV or other display device with HDMI connection. Compatibility- Connect your DVI-equipped device to an HDMI-equipped HDTV or other digital display - Connect your HDMI-enabled devices such as computer, Blu-Ray, PlayStation 3, Xbox 360 to a DVI-equipped monitor or TVNote: HDMI to DVI does not pass audio. A separate audio cable must be used for audio.Gold-Plated Connectors for Optimal ClarityThe cable has a robust PVC outer layer, gold-plated HDMI A Male to DVI Male connector that offer protection from RF & EM interference. These connectors also resist corrosion while providing optimal signal transfers. WarrantyAll BlueRigger cables & adapters are backed by a Limited Lifetime warranty. Please contact us via email if you have any questions.;Dataset_2024
Servicio;"AmazonBasics HDMI Input to DVI Output (Not VGA) Adapter Cable, 15 Feet, Black Size name:15 Feet   Product Description Enhance your gaming or home-theater system with this AmazonBasics HDMI to DVI adapter cable. Because it’s backwards compatible with DVI-D and DVI-I signals, the cable can be used to connect your computer or DVI-equipped device to an HDMI-equipped HDTV or display. Watch videos from your laptop on your large-screen HDTV--or the other way around. The cable will even connect HDMI-equipped devices like Blu-Ray, PlayStation 3, or Xbox 360 to a DVI-equipped monitor or TV. Other than not supporting audio, the HDMI to DVI adapter cable functions just like a high-speed HDMI cable, making it easy to enjoy serious gaming, home-theater entertainment, and more. The cable’s extra mesh jacket offers an additional layer of protection and increased cut resistance to the regular cable jacket and ultimately to the inner cable. The CL2-rated cable meets fire safety codes, so it’s safe to use in or through the walls of a residential home. 				    	 					 From the Manufacturer        AmazonBasics HDMI to DVI Adapter Cable (Latest Standard)Enhance your gaming or home-theater system with this AmazonBasics HDMI to DVI adapter cable. Because it’s backwards compatible with DVI-D and DVI-I signals, the cable can be used to connect your computer or DVI-equipped device to an HDMI-equipped HDTV or display. Watch videos from your laptop on your large-screen HDTV--or the other way around. The cable will even connect HDMI-equipped devices like Blu-Ray, PlayStation 3, or Xbox 360 to a DVI-equipped monitor or TV. Other than not supporting audio, the HDMI to DVI adapter cable functions just like a high-speed HDMI cable, making it easy to enjoy serious gaming, home-theater entertainment, and more. The cable’s extra mesh jacket offers an additional layer of protection and increased cut resistance to the regular cable jacket and ultimately to the inner cable. The CL2-rated cable meets fire safety codes, so it’s safe to use in or through the walls of a residential home. Cable Length15 Feet (4.57 Meters)           HDMI to DVI for Quality Video Transmission The industry standard for transmitting uncompressed digital data, High-Definition Multimedia Interface (HDMI) provides video, especially at high resolutions, and renders small, high-contrast details, such as text, in high quality. HDMI cables are used with a variety of everyday electronic components, including computers and home-theater screens. Digital Visual Interface (DVI) is a video-interface standard that provides quality transmissions on digital display devices such as flat-panel LCD computer displays and digital projectors.By connecting HDMI to DVI with the AmazonBasics adapter cable, you get an impressively enhanced video experience on your compatible device. The AmazonBasics HDMI to DVI adapter cable meets the latest HDMI standard, which means it considerably expands bandwidth up to 18 Gbps, offers 4K@50/60 (2160p) video resolution (four times more clarity than 1080p/60), and supports the wide-angle theatrical 21:9 video aspect ratio.The DVI connector of the cable is not fitted for audio capability, however, so audio will need to be transmitted through a separate audio cable or through a fiber-optic (Toslink) cable.        Gold-Plated Connectors for Superior ConductivityThe AmazonBasics cable delivers a superior signal thanks to its durable PVC outer layer, shielding, and corrosion-resistant gold-plated connectors (HDMI A Male to DVI 24+1 Male). To ensure compatibility, check your component product manuals to determine the required connections types.        In the BoxAmazonBasics DVI to HDMI Adapter Cable - 15 Feet (Latest Standard)";Dataset_2024
Servicio;AmazonBasics 3-Feet DVI to DVI Cable AmazonBasics DVI to DVI Cable - 3 Feet (.9 Meters);Dataset_2024
Servicio;AmazonBasics RJ45 Cat-6 Ethernet Patch/LAN Cable -3Feet (0.9Meters),Black Size name:3 Feet                                                                                 |                            Style name:Pack of 1   AmazonBasics RJ45 Cat-6 Ethernet Patch/LAN Cable -3Feet (0.9Meters);Dataset_2024
Servicio;AmazonBasics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black Size name:6 Feet                                                                                 |                            Style name:Single Pack   AmazonBasics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K Video;Dataset_2024
Servicio;D-Link CAT-6 P NCB-C6UGRYR1-1 1-Meter Patch Cord (Gray) D-link cat6 ncb-c6ugryr1-1 cat6 1 meter patch cord. D-link cat6 patch cords are high quality four pair twisted stranded cable terminated with rj45 modular plugs at both the ends. It is tia/eia-568-c. 2 standard. These patch cords are appropriate for high speed data transmission.;Dataset_2024
Servicio;Terabyte CAT5E RJ45 Ethernet LAN Cable, 45 Feet (Blue) Size name:15M                                                                                 |                            Colour:Blue   The Generic Readymade CAT5E RJ45 LAN cable is specially designed to offer reliable performance. It easily connects your PC or laptop to a modem, router or switch without any lag. This Ethernet cable establishes a reliable connection between your computer and the router. It offers a high data transfer rate and features unshielded (UTP) 4 pair construction with 24AWG copper conductors for high performance and durability. This Ethernet patch cord cable ensures no signal loss, distortion and interference. It has a strong PVC jacket that adds to the strength. This CAT5E LAN cable comes in blue for easy identification. It features booted RJ45 plugs to offer consistent connection and allow for hassle-free installation.;Dataset_2024
Servicio;AmazonBasics RJ45 Cat7 Network Ethernet Patch/LAN Cable - 15 Feet (White);Dataset_2024
Servicio;AmazonBasics RJ45 Cat7 Network Ethernet Patch/LAN Cable - 25 Feet,White;Dataset_2024
Servicio;AmazonBasics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black Size name:6 Feet                                                                                 |                            Style name:Single Pack   AmazonBasics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K Video;Dataset_2024
Servicio;AmazonBasics RJ45 Cat7 Network Ethernet Patch/LAN  Cable - 7 Feet,White;Dataset_2024
Servicio;Terabyte CAT 6E RJ45 Network Ethernet Patch Cable, 30 Feet (White) Category 6E (CAT6E) high speed cables are a notch above Cat 5 enhanced cables. So, if you want a superior and faster network, then Cat6 is the way to go. With the age of the Gigabit Networks in full throttle, Cat 6E network cables are sure to give you the upper hand in lasting longer. At the same time, it remains fully compatible with your older CAT 5e patch cable or your existing 10/100 fast Ethernet network. This cable consists of four unshielded twisted pairs. 24 AWG stranded conductors.;Dataset_2024
Servicio;BEBIG SATA/PATA/IDE Drive to USB 2.0 Adapter Cable for 2.5/3.5 Hard Drive Specifications:USB Cable Length: 62cm/24.41inUsing Information:1. Place the hard disk (add hard disk box) of the jumper wire to the disc (MASTER) mode Before using.(there is no power cord and other accessories)2. Connection Order(1) First connect the power cord line to 220 v mains.(2) Connect the power adapter to the power cord end (so as not to spark phenomenon caused by the electric current is too large, a few may be burned power adapter).(3) Connect the USB cable to your PC, and power on the hard disk box , can exchange data after the computer identify USB device a few minutes later.3. Hard Disk Box RemovalRemove the Hard disk box as the way of USB device removal, and then pull out the hard disk box.Package inckuded:1 x USB 2.0 to IDE SATA Adaptor Cable1 x 4 Pin Power Cable1 x SATA Cable;Dataset_2024
Servicio;BEBIG SATA/PATA/IDE Drive to USB 2.0 Adapter Cable for 2.5/3.5 Hard Drive Specifications:USB Cable Length: 62cm/24.41inUsing Information:1. Place the hard disk (add hard disk box) of the jumper wire to the disc (MASTER) mode Before using.(there is no power cord and other accessories)2. Connection Order(1) First connect the power cord line to 220 v mains.(2) Connect the power adapter to the power cord end (so as not to spark phenomenon caused by the electric current is too large, a few may be burned power adapter).(3) Connect the USB cable to your PC, and power on the hard disk box , can exchange data after the computer identify USB device a few minutes later.3. Hard Disk Box RemovalRemove the Hard disk box as the way of USB device removal, and then pull out the hard disk box.Package inckuded:1 x USB 2.0 to IDE SATA Adaptor Cable1 x 4 Pin Power Cable1 x SATA Cable;Dataset_2024
Servicio;"plutofit SATA/IDE to USB 2.0 Adapter with Power Supply Supports 2.5 "", 3.5 "", 5.25 "" Hard Disk Drives Product Description Use your 2.5"" / 3.5"" IDE hard drive or SATA hard disc as an additional external hard drive. Connect your SATA / IDE device to your computer through a USB port. Compliant with USB 1.1 and 2.0 standards. Usb 2.0 interface for 480 MB/s high speed data transfer. Package includes USB to IDE / SATA cable adapter, SATA data cable, AC adapter, AC to IDE power converter, IDE to SATA and power cable  Connect to the IDE device using USB interface and SATA device too  Transfer rate upto 480MBps (USB 2.0 specification), limit depend on the IDE device/SATA device and the driver  Supports SATA Hard Disk / ATA/ATAPI CD-ROM/R/RW DVD-ROM (based on ATAPI spec.)  For easy connect to the IDE device / SATA device and make the hard disk device more portable  Use your 2.5"" / 3.5"" IDE hard drive or SATA hard disk as an additional external hard drive. Connect your SATA / IDE device to your computer through a USB port. Compliant with USB 1.1 and 2.0 standards. USB 2.0 interface for 480 Mbps high speed data transfer. Supports SATA Hard drive, 2.5"" laptop hard drives, 3.5"" desktop hard drives, CD-ROM, DVD-ROM, CD-RW, DVD-RW Combo devices. Plug-n-play. AC power can be used world widely with input voltage AC 100v-240v. Supports Windows ME/2000/XP/Vista and Mac OS. Package includes: USB to IDE / SATA cable adapter. SATA Data cable. AC adapter. AC to IDE power converter. IDE to SATA power cable. Suggested Applications: 2.5"" IDE Hard Disk / 3.5"" IDE Hard Disk / SATA Hard Disk / CD/CD-RW ROM / DVD/DVD-RW ROM, etc.";Dataset_2024
Servicio;"Technotech USB to IDE SATA Convertor with Power Adapter Use your 2.5"" / 3.5"" IDE hard drive or SATA hard disk as an additional external hard drive Connect your SATA / IDE device to your computer through a USB port Compliant with USB 1.1 and 2.0 standards Supports SATA Hard drive, 2.5"" laptop hard drives, 3.5"" desktop hard drives, CD-ROM, DVD-ROM, CD-RW, DVD-RW Combo devices Suggested Applications: 2.5"" IDE Hard Disk / 3.5"" IDE Hard Disk / SATA Hard Disk / CD/CD-RW ROM / DVD/DVD-RW ROM, etc.";Dataset_2024
Servicio;Ophion USB 3.0 to SATA 22 Pin Data Sync Cable for Laptop Hard Drive;Dataset_2024
Servicio;BEESCLOVER 3 in 1 USB3.0 to SATA IDE Easy Drive Line IDE HDD SSD Adapter Cable 2.5 3.5 Inch Hard Drive Adapter EU Plug Colour:EU plug   Description: Item type:Hard Drive Adapter Interface: USB to SATA Type: Adapter Cable Core type: copper core Data transmission speed: 500 Package Include: 1 * Hard Drive Adapter, 1 x Manual, 1 x box packaging Note: The colors deviation might differ due to different monitor settings.;Dataset_2024
Servicio;"Uno R3 ATmega328P with USB Cable length 1 feet, Compatible with ATMEGA16U2 Arduino (Color may vary) It contains everything needed to support the microcontroller; simply connect it to a computer with a USB cable or power it with a AC-to-DC adapter or battery to get started.Digital I/O Pins 14 (of which 6 provide PWM output).Analog Input Pins 6.DC Current per I/O Pin 40 mA.DC Current for 3.3V Pin 50 mA.Flash Memory 32 KB (ATmega328) of which 0.5 KB used by bootloader.SRAM 2 KB (ATmega328).EEPROM 1 KB (ATmega328).Clock Speed 16 MHz.";Dataset_2024
Servicio;Storite Dual 2.5/3.5-inch IDE SATA All In 1 HDD Docking Station;Dataset_2024
Servicio;JX2 Bidirectional Mutual IDE to SATA Interaction Converter Adapter Card with Cable Support Desktop PC HDD DVD Hard Disk Drive Size name:1 Pack   Description: * Product Type : IDE/SATA converter cable. * Compatible : 3.5-inch IDE and SATA hard drives. Enhance the Functionality of Your Motherboard:  * This bi-directional IDE converter is a smart and efficient solution for converting your old IDE device to a SATA device.  * This cable is compatible with all the 3.5-inch IDE and SATA hard drives. You can also use the cable to make your current SATA hard drive backward compatible to IDE ports.  * Offering you ease of use, this IDE to SATA converter consumes very little power too. Thus, it is a cost-efficient device that offers you a convenient solution to make your IDE or SATA hard drives compatible with SATA or IDE ports, respectively, without using any external drivers. Plug-and-Play Bi-directional Drive Interface Adapter: * This bi-directional SATA Converter is one of the most convenient ways to deal with data. Using this cable, you can conveniently connect IDE devices like a D-ROM, CD-RW, DVD, DVD-RAM and HDDs to a SATA motherboard port and efficiently access, retrieve or write data.  * The cable features one 40 pin port (IDE and PATA), one SATA port and one 4 pin power connector. Get this Plug-and-Play bi-directional IDE to SATA cable for your system and enjoy the convenience of data portability at your finger tips.;Dataset_2024
Servicio;SKELPWORLD Micro USB to Lighting 8 pin Cable Charger Adapter Converter USB Connector Data Transfer for iPhone 5 5S 5C 6 6S 7S Plus SE iPad I6 SKELPWORLD Micro USB to Lighting 8 pin cable charger adapter converter USB connector Data Transfer For iPhone 5 5S 5C 6 6S 7S Plus SE iPad I6  DESCRIPTION:  This adapter converts your micro USB cable/charger into an iPhone cable/charger. The Lightning to Micro USB Adapter lets you connect an iPhone, iPad, or iPod with Lightning connector to micro USB cables and chargers to sync and charge your device. Connect to micro USB cables and compatible chargers Ultra-compact, durable design. This accessory has been tested and if you get an ios error for non-compatibility then just simply unplug and plug it again. It is perfectly compatible. Preferable to use original micro USB cables and chargers for optimized performance.  FEATURES:    100% Brand New Best Quality Micro USB To Lightning 8 Pin Ultra Compact Adapter Converter. It is Compatible with iPhone 5 5S 5C 6 6 Plus iPad Air iPad Air 2 iPad Mini Mini 2 Retina Mini 3 Mini Plug. CHARGING Adapter And DATA SYNC Small & Compact easy to carry in Wallet Support All Lightning Interface Devices It is very east to change any Micro USB pin to Lightning 8Pin for Sync & Charging Compatible with iPhone 5 5S 5C 6 6 Plus iPad Air iPad Air 2 iPad Mini Mini 2 Retina Mini 3 Mini Plug Make sure you connect this adapter to the cable having. Micro-USB to 8-pin Lightning adapter for charging and syncing to your iOs device. Charge or Sync your iPhone/ iPod/ iPad by using a Micro B cable, make any micro USB port compatible with your iOs device (with Lightning connector). Supports high-speed data transfer between mobile device and iTune from Compuer. Ensures complete compatibility with iOS all versions.PACKAGE INCLUDE:1 X 8 pin Lighting adapter;Dataset_2024
Servicio;Pruthvik™ USB to Parallel IEEE 1284 36 Pin Printer Adapter Cable PC (Connect Your Old Parallel Printer to a USB Port) USB to IEEE1284 Printer Cable General  4 feet long Connect a printer with Centronics Interface to a PC with USB interface  For Windows 98/2000/XP and Mac 8.6 Easy to Install  Cable and packaging color may vary  Today's computers don't come with parallel ports.  But they do have USB!  With this adapter cable you can still use your older printers with your newer computer.  Converts a printer's 36-pin parallel port for use with a USB port.  This cable adapter is only compatible with 36-pin parallel ports: be aware that there are multiple types of parallel ports, some with 25 pins, some with 36.  Please check your documentation or count the pins before you order!  Length of cable is approx. 3 Ft and 4 in.;Dataset_2024
